,Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,URL,Years of Service,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Teams
99,J.J. Anderson,1983,1985,F,6-8,195.0,"September 23, 1960",Bradley University,/players/a/anderjj01.html,2,157.0,2.0,12.5,1.9,4.2,0.465,0.0,0.1,0.0,1.9,4.1,0.471,0.465,0.9,1.6,0.558,1.2,1.6,2.8,0.7,0.7,0.2,0.8,1.6,4.8,2
100,James Anderson,2011,2016,G-F,6-6,213.0,"March 25, 1989",Oklahoma State University,/players/a/anderja01.html,5,247.0,83.0,17.5,2.1,5.2,0.411,0.8,2.5,0.321,1.3,2.7,0.495,0.488,0.7,0.9,0.755,0.4,1.8,2.3,1.2,0.5,0.2,0.9,1.2,5.8,4
101,Jerome Anderson,1976,1977,G,6-5,195.0,"October 9, 1953",West Virginia University,/players/a/anderje01.html,1,49.0,0.0,5.9,1.0,2.1,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.694,0.3,0.2,0.5,0.3,0.2,0.1,0.0,1.0,2.6,2
102,Justin Anderson,2016,2018,G,6-6,228.0,"November 19, 1993",University of Virginia,/players/a/anderju01.html,2,168.0,19.0,14.3,2.0,4.9,0.422,0.7,2.3,0.3,1.4,2.6,0.528,0.491,1.0,1.3,0.784,0.7,2.1,2.8,0.7,0.4,0.3,0.6,1.2,5.8,2
103,Kenny Anderson,1992,2005,G,6-0,168.0,"October 9, 1970",Georgia Institute of Technology,/players/a/anderke01.html,13,858.0,693.0,30.1,4.7,11.1,0.421,0.6,1.8,0.346,4.0,9.2,0.436,0.449,2.6,3.3,0.79,0.8,2.3,3.1,6.1,1.5,0.1,2.1,2.3,12.6,9
104,Kim Anderson,1979,1979,F,6-7,200.0,"May 12, 1955",University of Missouri,/players/a/anderki01.html,0,21.0,0.0,10.7,1.1,3.7,0.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.3,0.536,0.8,1.3,2.1,0.7,0.2,0.2,1.0,2.0,3.0,1
105,Kyle Anderson,2015,2018,F-G,6-9,230.0,"September 20, 1993","University of California, Los Angeles",/players/a/anderky01.html,3,257.0,100.0,17.9,1.9,4.0,0.478,0.2,0.6,0.338,1.7,3.4,0.501,0.502,0.9,1.2,0.733,0.6,3.0,3.6,1.7,0.9,0.5,0.8,1.2,4.9,1
106,Michael Anderson,1989,1989,G,5-11,184.0,"March 23, 1966",Drexel University,/players/a/andermi01.html,0,36.0,12.0,20.3,2.0,4.9,0.417,0.0,0.2,0.143,2.0,4.7,0.429,0.42,1.6,2.3,0.695,1.2,1.3,2.5,4.3,1.2,0.1,2.3,1.8,5.7,1
107,Nick Anderson,1990,2002,F-G,6-6,205.0,"January 20, 1968",University of Illinois at Urbana-Champaign,/players/a/anderni01.html,12,800.0,636.0,31.2,5.5,12.4,0.446,1.3,3.7,0.356,4.2,8.7,0.485,0.5,2.1,3.1,0.667,1.3,3.8,5.1,2.6,1.4,0.5,1.7,1.9,14.4,3
108,Richard Anderson,1983,1990,F-C,6-10,240.0,"November 19, 1960","University of California, Santa Barbara",/players/a/anderri01.html,7,407.0,30.0,14.7,2.2,5.4,0.412,0.4,1.1,0.333,1.9,4.3,0.432,0.446,0.7,0.9,0.762,1.1,2.4,3.5,1.5,0.6,0.2,0.9,1.7,5.6,5
109,Ron Anderson,1985,1994,F-G,6-7,215.0,"October 15, 1958","California State University, Fresno",/players/a/anderro01.html,9,664.0,79.0,22.8,4.4,9.4,0.471,0.2,0.6,0.287,4.3,8.8,0.482,0.479,1.6,2.0,0.814,1.3,2.2,3.5,1.4,0.7,0.1,1.1,1.5,10.6,5
110,Ryan Anderson,2009,2018,F,6-10,240.0,"May 6, 1988",University of California,/players/a/anderry01.html,9,622.0,281.0,26.4,4.4,10.4,0.423,2.1,5.5,0.382,2.3,4.8,0.471,0.525,1.9,2.2,0.855,2.0,3.4,5.4,0.9,0.5,0.3,1.0,2.0,12.8,5
111,Shandon Anderson,1997,2006,F-G,6-6,208.0,"December 31, 1973",University of Georgia,/players/a/andersh01.html,9,719.0,226.0,22.2,2.8,6.1,0.457,0.4,1.4,0.316,2.3,4.7,0.498,0.492,1.4,1.9,0.739,0.8,2.3,3.1,1.4,0.8,0.3,1.3,2.0,7.4,4
112,Willie Anderson,1989,1997,G-F,6-7,190.0,"January 8, 1967",University of Georgia,/players/a/anderwi01.html,8,555.0,432.0,28.8,5.1,10.7,0.471,0.2,0.7,0.266,4.9,10.1,0.485,0.479,1.9,2.4,0.786,1.0,2.8,3.8,3.8,1.1,0.6,2.1,2.7,12.2,4
113,Wally Anderzunas,1970,1970,C-F,6-7,220.0,"January 11, 1946",Creighton University,/players/a/anderwa01.html,0,44.0,0.0,8.4,1.5,3.8,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,0.63,0.0,0.0,1.9,0.2,0.0,0.0,0.0,1.1,3.6,1
114,Martynas Andriuskevicius,2006,2006,C,7-2,240.0,"March 12, 1986",0,/players/a/andrima01.html,0,6.0,0.0,1.5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.7,0.0,0.3,0.0,0.0,0.2,0.0,1
115,Don Anielak,1955,1955,F,6-7,190.0,"November 1, 1930",Missouri State University,/players/a/anieldo01.html,0,1.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.75,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1
116,Ike Anigbogu,2018,2018,F-C,6-10,252.0,"October 22, 1998","University of California, Los Angeles",/players/a/anigbik01.html,0,11.0,0.0,2.7,0.4,0.8,0.444,0.0,0.0,0.0,0.4,0.8,0.444,0.444,0.5,0.5,0.833,0.5,0.4,0.8,0.0,0.1,0.3,0.2,0.1,1.2,1
117,Michael Ansley,1990,1992,F,6-7,225.0,"February 8, 1967",University of Alabama,/players/a/anslemi01.html,2,149.0,6.0,14.4,2.6,5.0,0.513,0.0,0.0,0.0,2.6,5.0,0.513,0.513,1.7,2.4,0.722,2.1,2.1,4.2,0.4,0.3,0.2,0.6,1.9,6.9,3
118,Chris Anstey,1998,2000,C,7-0,249.0,"January 1, 1975",0,/players/a/anstech01.html,2,155.0,23.0,13.9,2.0,4.7,0.413,0.0,0.2,0.138,1.9,4.5,0.424,0.416,1.3,1.7,0.755,1.1,2.3,3.4,0.8,0.5,0.4,0.9,2.4,5.2,2
119,Giannis Antetokounmpo,2014,2018,F-G,6-11,222.0,"December 6, 1994",0,/players/a/antetgi01.html,4,393.0,328.0,32.7,6.3,12.4,0.506,0.4,1.5,0.284,5.8,10.9,0.537,0.524,4.2,5.6,0.746,1.5,6.0,7.5,3.8,1.2,1.3,2.4,3.0,17.2,1
120,Thanasis Antetokounmpo,2016,2016,F,6-7,205.0,"July 17, 1992",0,/players/a/antetth01.html,0,2.0,0.0,3.0,1.5,2.0,0.75,0.0,0.5,0.0,1.5,1.5,1.0,0.75,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,3.0,1
121,Carmelo Anthony,2004,2018,F,6-8,240.0,"May 29, 1984",Syracuse University,/players/a/anthoca01.html,14,1054.0,1054.0,35.9,8.6,19.2,0.449,1.3,3.7,0.347,7.4,15.5,0.473,0.482,5.6,6.9,0.812,1.7,4.8,6.5,3.0,1.0,0.5,2.7,2.9,24.1,3
122,Greg Anthony,1992,2002,G,6-0,176.0,"November 15, 1967","University of Portland, University of Nevada, Las Vegas",/players/a/anthogr01.html,10,757.0,227.0,20.9,2.5,6.3,0.403,0.8,2.3,0.349,1.7,4.0,0.434,0.467,1.4,1.9,0.733,0.4,1.5,1.9,4.0,1.2,0.1,1.4,1.7,7.3,6
123,Joel Anthony,2008,2017,C,6-9,245.0,"August 9, 1982","University of Nevada, Las Vegas",/players/a/anthojo01.html,9,490.0,110.0,14.4,0.8,1.6,0.513,0.0,0.0,0.0,0.8,1.6,0.513,0.513,0.5,0.8,0.662,1.1,1.6,2.8,0.2,0.3,1.1,0.5,1.7,2.2,5
124,Pero Antic,2014,2015,C-F,6-11,260.0,"July 29, 1982",0,/players/a/anticpe01.html,1,113.0,29.0,17.4,2.0,5.2,0.392,1.0,3.0,0.314,1.1,2.2,0.5,0.483,1.2,1.7,0.73,1.0,2.5,3.5,0.9,0.3,0.2,0.9,2.3,6.3,1
125,OG Anunoby,2018,2018,F,6-8,232.0,"July 17, 1997",Indiana University,/players/a/anunoog01.html,0,74.0,62.0,20.0,2.2,4.7,0.471,1.0,2.7,0.371,1.2,2.0,0.604,0.577,0.5,0.8,0.629,0.6,1.9,2.5,0.7,0.7,0.2,0.6,1.8,5.9,1
126,Keith Appling,2016,2016,G,6-1,185.0,"February 13, 1992",Michigan State University,/players/a/applike01.html,0,5.0,0.0,5.4,0.4,1.6,0.25,0.0,0.6,0.0,0.4,1.0,0.4,0.25,0.4,0.4,1.0,0.0,0.2,0.2,0.2,0.2,0.0,0.6,1.0,1.2,1
127,Rafael Araujo,2005,2007,C,6-11,280.0,"August 12, 1980",Brigham Young University,/players/a/araujra01.html,2,139.0,75.0,11.4,1.1,2.8,0.405,0.0,0.0,0.25,1.1,2.7,0.407,0.406,0.5,0.8,0.679,0.9,1.9,2.8,0.3,0.4,0.1,0.8,2.2,2.8,2
128,Stacey Arceneaux,1962,1962,F,6-4,210.0,"February 17, 1936",Iowa State University,/players/a/arcenst01.html,0,7.0,0.0,15.7,3.1,8.0,0.393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.9,0.462,0.0,0.0,4.6,0.6,0.0,0.0,0.0,1.4,7.1,0
129,Robert Archibald,2003,2004,F,6-11,250.0,"March 29, 1980",University of Illinois at Urbana-Champaign,/players/a/archiro01.html,1,44.0,3.0,7.5,0.3,1.2,0.283,0.0,0.0,0.0,0.3,1.2,0.283,0.283,0.5,1.1,0.429,0.6,1.0,1.6,0.4,0.3,0.1,0.4,1.3,1.2,4
130,Tiny Archibald*,1971,1984,G,6-1,150.0,"September 2, 1948",University of Texas at El Paso,/players/a/architi01.html,13,876.0,268.0,35.6,6.7,14.4,0.467,0.1,0.3,0.224,6.7,14.3,0.469,0.468,5.3,6.6,0.81,0.5,1.6,2.3,7.4,1.1,0.1,2.7,2.3,18.8,6
131,Ryan Arcidiacono,2018,2018,G,6-3,188.0,"March 26, 1994",Villanova University,/players/a/arcidry01.html,0,24.0,0.0,12.7,0.7,1.7,0.415,0.4,1.3,0.29,0.3,0.4,0.8,0.524,0.2,0.3,0.833,0.0,1.0,1.0,1.5,0.5,0.0,0.5,0.8,2.0,1
132,Jim Ard,1971,1978,F-C,6-8,215.0,"September 19, 1948",University of Cincinnati,/players/a/ardji01.html,7,431.0,0.0,13.4,1.7,4.3,0.402,0.0,0.1,0.235,1.7,4.3,0.404,0.403,0.9,1.4,0.662,1.3,2.9,4.3,0.6,0.2,0.5,1.3,1.7,4.4,4
133,Gilbert Arenas,2002,2012,G,6-3,191.0,"January 6, 1982",University of Arizona,/players/a/arenagi01.html,10,552.0,455.0,35.1,6.7,16.0,0.421,2.0,5.6,0.351,4.8,10.5,0.458,0.482,5.2,6.5,0.803,0.8,3.1,3.9,5.3,1.6,0.2,3.2,3.0,20.7,4
134,Trevor Ariza,2005,2018,F,6-8,215.0,"June 30, 1985","University of California, Los Angeles",/players/a/arizatr01.html,13,942.0,641.0,29.5,3.8,8.9,0.424,1.4,4.0,0.353,2.4,5.0,0.481,0.503,1.6,2.2,0.723,1.0,3.8,4.8,2.1,1.5,0.3,1.4,2.0,10.5,6
135,Paul Arizin*,1951,1962,F-G,6-4,190.0,"April 9, 1928",Villanova University,/players/a/arizipa01.html,11,713.0,0.0,38.4,7.9,18.7,0.421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.7,0.81,0.0,0.0,8.6,2.3,0.0,0.0,0.0,3.9,22.8,1
136,Joe Arlauckas,1988,1988,F,6-9,230.0,"July 20, 1965",Niagara University,/players/a/arlaujo01.html,0,9.0,0.0,9.4,1.6,4.8,0.326,0.0,0.0,0.0,1.6,4.8,0.326,0.326,0.7,0.9,0.75,0.7,0.8,1.4,0.9,0.3,0.4,0.4,1.8,3.8,1
137,B.J. Armstrong,1990,2000,G,6-2,175.0,"September 9, 1967",University of Iowa,/players/a/armstbj01.html,10,747.0,341.0,23.8,3.8,8.0,0.477,0.6,1.4,0.425,3.2,6.6,0.487,0.513,1.6,1.9,0.856,0.3,1.5,1.8,3.3,0.7,0.1,1.2,1.5,9.8,4
138,Bob Armstrong,1957,1957,C-F,6-8,220.0,"June 17, 1933",Michigan State University,/players/a/armstbo01.html,0,19.0,0.0,5.8,0.6,1.9,0.297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.6,0.5,0.0,0.0,2.1,0.2,0.0,0.0,0.0,0.7,1.5,1
139,Brandon Armstrong,2002,2004,G,6-5,188.0,"June 16, 1980",Pepperdine University,/players/a/armstbr01.html,2,108.0,0.0,6.5,0.9,2.7,0.352,0.2,0.7,0.333,0.7,2.0,0.358,0.395,0.1,0.2,0.6,0.2,0.4,0.6,0.2,0.2,0.0,0.3,0.8,2.2,1
140,Curly Armstrong,1949,1951,G-F,5-11,170.0,"November 1, 1918",Indiana University,/players/a/armstcu01.html,2,153.0,0.0,0.0,2.3,7.7,0.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,3.3,0.692,0.0,0.0,2.3,2.3,0.0,0.0,0.0,3.0,6.8,1
141,Darrell Armstrong,1995,2008,G,6-0,170.0,"June 22, 1968",Fayetteville State University,/players/a/armstda01.html,13,840.0,337.0,23.7,3.2,7.7,0.409,1.1,3.3,0.334,2.1,4.5,0.465,0.48,1.7,2.0,0.871,0.8,1.9,2.7,4.0,1.3,0.1,1.9,1.7,9.2,5
142,Hilton Armstrong,2007,2014,F-C,6-11,235.0,"November 11, 1984",University of Connecticut,/players/a/armsthi01.html,7,292.0,40.0,11.6,1.2,2.4,0.501,0.0,0.0,0.286,1.2,2.3,0.503,0.502,0.6,1.1,0.582,1.0,1.6,2.6,0.3,0.3,0.5,0.8,1.9,3.0,7
143,Tate Armstrong,1978,1979,G,6-3,175.0,"October 5, 1955",Duke University,/players/a/armstta01.html,1,92.0,0.0,10.6,1.7,3.8,0.454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.8,0.3,0.6,1.0,1.1,0.4,0.0,0.9,0.7,3.8,1
144,Jesse Arnelle,1956,1956,F,6-5,220.0,"December 30, 1933",Pennsylvania State University,/players/a/arnelje01.html,0,31.0,0.0,13.2,1.7,5.3,0.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,2.2,0.623,0.0,0.0,5.5,0.6,0.0,0.0,0.0,1.9,4.7,1
145,Jay Arnette,1964,1966,G,6-2,175.0,"December 19, 1938",University of Texas at Austin,/players/a/arnetja01.html,2,114.0,0.0,10.3,1.4,3.9,0.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.1,0.76,0.0,0.0,1.0,1.2,0.0,0.0,0.0,2.0,3.7,1
146,Bob Arnzen,1970,1974,F,6-5,205.0,"November 3, 1947",University of Notre Dame,/players/a/arnzebo01.html,4,111.0,0.0,8.6,1.7,3.7,0.465,0.0,0.1,0.2,1.7,3.7,0.468,0.466,0.5,0.7,0.8,0.6,0.6,2.0,0.3,0.2,0.1,0.3,0.8,4.0,3
147,Carlos Arroyo,2002,2011,G,6-2,202.0,"July 30, 1979",Florida International University,/players/a/arroyca01.html,9,569.0,191.0,18.7,2.5,5.7,0.438,0.2,0.7,0.338,2.3,5.0,0.452,0.459,1.4,1.7,0.806,0.4,1.3,1.7,3.1,0.5,0.0,1.2,1.5,6.6,7
148,Darrell Arthur,2009,2018,F,6-9,235.0,"March 25, 1988",University of Kansas,/players/a/arthuda01.html,9,503.0,106.0,17.8,2.7,6.2,0.444,0.3,0.9,0.352,2.4,5.3,0.46,0.47,0.7,0.9,0.765,1.1,2.4,3.5,0.8,0.6,0.6,0.8,2.5,6.5,2
149,John Arthurs,1970,1970,G,6-4,185.0,"August 15, 1947",Tulane University,/players/a/arthujo01.html,0,11.0,0.0,7.8,1.1,3.2,0.343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4,0.733,0.0,0.0,1.3,1.5,0.0,0.0,0.0,1.4,3.2,1
150,Jamel Artis,2018,2018,G-F,6-7,213.0,"January 12, 1993",University of Pittsburgh,/players/a/artisja01.html,0,15.0,1.0,18.6,2.1,5.3,0.392,0.5,1.9,0.276,1.5,3.3,0.46,0.443,0.5,0.8,0.583,0.3,2.3,2.5,1.2,0.1,0.2,0.5,0.7,5.1,2
151,Omer Asik,2011,2018,C,7-0,255.0,"July 4, 1986",0,/players/a/asikom01.html,7,471.0,262.0,19.6,2.0,3.8,0.528,0.0,0.0,0.0,2.0,3.8,0.528,0.528,1.2,2.3,0.551,2.2,4.9,7.1,0.6,0.4,0.7,1.2,2.0,5.3,3
152,Vincent Askew,1988,1998,G-F,6-6,210.0,"February 28, 1966",University of Memphis,/players/a/askewvi01.html,10,467.0,27.0,20.0,2.6,5.4,0.479,0.2,0.5,0.3,2.4,4.9,0.499,0.494,1.7,2.3,0.754,0.9,1.7,2.5,2.2,0.7,0.2,1.1,2.1,7.1,8
153,Keith Askins,1991,1999,G-F,6-7,197.0,"December 15, 1967",University of Alabama,/players/a/askinke01.html,8,486.0,80.0,16.4,1.4,3.5,0.401,0.6,1.6,0.355,0.8,1.9,0.44,0.483,0.5,0.6,0.717,1.1,1.9,2.9,0.8,0.6,0.3,0.7,2.3,3.8,1
154,Don Asmonga,1954,1954,G,6-2,185.0,"February 15, 1928",Alliance College,/players/a/asmondo01.html,0,7.0,0.0,6.6,0.3,2.1,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,0.0,0.0,0.1,0.7,0.0,0.0,0.0,1.7,0.7,1
155,Dick Atha,1956,1958,G,6-2,190.0,"September 21, 1931",Indiana State University,/players/a/athadi01.html,2,43.0,0.0,10.4,1.2,3.1,0.393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.9,0.795,0.0,0.0,1.5,1.2,0.0,0.0,0.0,1.5,3.2,2
156,Chucky Atkins,2000,2010,G,5-11,160.0,"August 14, 1974",University of South Florida,/players/a/atkinch01.html,10,696.0,325.0,24.9,3.6,8.7,0.412,1.3,3.7,0.364,2.2,5.0,0.447,0.489,1.4,1.8,0.772,0.3,1.4,1.7,3.4,0.7,0.1,1.5,1.8,9.9,8
157,Al Attles,1961,1971,G,6-0,175.0,"November 7, 1936",North Carolina Agricultural and Technical State University,/players/a/attleal01.html,10,711.0,0.0,25.1,3.5,7.8,0.451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,3.0,0.632,0.0,0.0,3.5,3.5,0.0,0.0,0.0,3.4,8.9,2
158,Chet Aubuchon,1947,1947,G,5-10,137.0,"May 18, 1916",Michigan State University,/players/a/aubucch01.html,0,30.0,0.0,0.0,0.8,3.0,0.253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.2,0.543,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.5,2.2,1
159,Stacey Augmon,1992,2006,F-G,6-8,205.0,"August 1, 1968","University of Nevada, Las Vegas",/players/a/augmost01.html,14,1001.0,472.0,21.6,3.0,6.5,0.469,0.0,0.1,0.152,3.0,6.4,0.473,0.47,1.9,2.6,0.728,1.3,1.9,3.2,1.6,1.0,0.3,1.2,1.7,8.0,6
160,D.J. Augustin,2009,2018,G,6-0,183.0,"November 10, 1987",University of Texas at Austin,/players/a/augusdj01.html,9,726.0,226.0,23.6,3.1,7.7,0.407,1.3,3.3,0.376,1.9,4.3,0.43,0.488,2.1,2.5,0.863,0.3,1.5,1.8,3.8,0.6,0.0,1.5,1.5,9.6,8
161,James Augustine,2007,2008,F,6-10,235.0,"February 27, 1984",University of Illinois at Urbana-Champaign,/players/a/augusja01.html,1,27.0,0.0,5.8,0.7,1.4,0.514,0.0,0.0,0.0,0.7,1.4,0.514,0.514,0.1,0.3,0.5,0.6,0.6,1.2,0.1,0.2,0.1,0.2,0.7,1.6,1
162,Isaac Austin,1992,2002,C,6-10,255.0,"August 18, 1969",Arizona State University,/players/a/austiis01.html,10,432.0,166.0,19.3,3.0,6.7,0.446,0.0,0.1,0.176,3.0,6.6,0.451,0.448,1.6,2.4,0.67,1.4,3.3,4.7,1.2,0.5,0.5,1.6,2.2,7.6,8
163,Johnny Austin,1967,1968,G,6-0,170.0,"August 31, 1944",Boston College,/players/a/austijo01.html,1,45.0,0.0,16.7,2.5,6.7,0.375,0.0,0.3,0.0,2.5,6.4,0.39,0.375,2.5,3.5,0.731,0.0,0.0,1.6,1.4,0.0,0.0,1.4,2.7,7.6,2
164,Ken Austin,1984,1984,F,6-9,205.0,"July 15, 1961",Rice University,/players/a/austike01.html,0,7.0,0.0,4.0,0.9,1.9,0.462,0.0,0.0,0.0,0.9,1.9,0.462,0.462,0.0,0.0,0.0,0.3,0.1,0.4,0.1,0.1,0.1,0.4,1.0,1.7,1
165,Anthony Avent,1993,2000,F,6-9,235.0,"October 18, 1969",Seton Hall University,/players/a/aventan01.html,7,352.0,156.0,19.1,2.3,5.7,0.403,0.0,0.0,0.0,2.3,5.7,0.404,0.403,0.9,1.4,0.686,1.6,2.9,4.5,0.8,0.5,0.6,1.2,2.3,5.6,5
166,Bird Averitt,1974,1978,G,6-1,170.0,"July 22, 1952",Pepperdine University,/players/a/averibi01.html,4,366.0,0.0,22.3,4.8,11.8,0.405,0.2,1.0,0.249,4.6,11.1,0.414,0.412,2.4,3.3,0.743,0.5,1.3,1.9,2.9,0.9,0.2,2.5,2.3,12.1,4
167,William Avery,2000,2002,G,6-2,197.0,"August 8, 1979",Duke University,/players/a/averywi01.html,2,142.0,1.0,8.5,1.0,2.9,0.33,0.3,1.1,0.255,0.7,1.8,0.376,0.378,0.5,0.6,0.714,0.1,0.5,0.7,1.4,0.2,0.0,0.7,0.9,2.7,1
168,Dennis Awtrey,1971,1982,C,6-10,235.0,"February 22, 1948",Santa Clara University,/players/a/awtrede01.html,11,733.0,3.0,19.3,1.9,4.1,0.459,0.0,0.0,0.0,1.9,4.1,0.459,0.459,1.0,1.6,0.652,1.3,2.9,4.6,2.0,0.4,0.3,1.1,2.3,4.8,6
169,Gustavo Ayon,2012,2014,C,6-10,250.0,"April 1, 1985",0,/players/a/ayongu01.html,2,135.0,41.0,16.7,2.1,3.9,0.536,0.0,0.0,0.0,2.1,3.9,0.537,0.536,0.5,1.0,0.504,1.4,3.0,4.4,1.3,0.7,0.5,0.9,2.0,4.7,4
170,Jeff Ayres,2010,2016,F,6-9,240.0,"April 29, 1987",Arizona State University,/players/p/pendeje02.html,6,237.0,15.0,9.8,1.2,2.2,0.553,0.0,0.0,0.4,1.2,2.2,0.554,0.555,0.5,0.6,0.776,0.8,1.8,2.7,0.4,0.2,0.3,0.6,1.5,2.9,4
171,Kelenna Azubuike,2007,2012,G,6-5,220.0,"December 16, 1983",University of Kentucky,/players/a/azubuke01.html,5,208.0,84.0,24.2,3.9,8.4,0.459,1.0,2.5,0.409,2.8,5.9,0.48,0.519,1.8,2.3,0.77,1.2,2.8,4.0,1.1,0.6,0.5,1.0,2.0,10.5,2
172,Chris Babb,2014,2014,G,6-5,225.0,"February 14, 1990","Pennsylvania State University, Iowa State University",/players/b/babbch01.html,0,14.0,0.0,9.4,0.6,2.1,0.267,0.4,1.9,0.222,0.1,0.2,0.667,0.367,0.0,0.0,0.0,0.3,0.9,1.2,0.2,0.4,0.0,0.2,0.9,1.6,1
173,Luke Babbitt,2011,2018,F,6-9,225.0,"June 20, 1989","University of Nevada, Reno",/players/b/babbilu01.html,7,381.0,107.0,14.0,1.7,4.2,0.408,1.0,2.6,0.402,0.7,1.6,0.417,0.532,0.3,0.4,0.747,0.3,1.9,2.2,0.6,0.2,0.2,0.4,1.4,4.8,4
174,Milos Babic,1991,1992,C-F,7-0,240.0,"November 23, 1968",Tennessee Technological University,/players/b/babicmi01.html,1,21.0,0.0,4.1,0.6,1.5,0.375,0.0,0.0,0.0,0.6,1.5,0.375,0.375,0.6,1.0,0.65,0.4,0.6,1.0,0.5,0.1,0.0,0.5,0.3,1.8,2
175,Johnny Bach,1949,1949,F-G,6-2,180.0,"July 10, 1924",Fordham University,/players/b/bachjo01.html,0,34.0,0.0,0.0,1.0,3.5,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.2,0.68,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.7,3.5,1
176,Dwayne Bacon,2018,2018,G,6-6,222.0,"August 30, 1995",Florida State University,/players/b/bacondw01.html,0,53.0,6.0,13.5,1.4,3.6,0.375,0.2,0.8,0.256,1.2,2.8,0.409,0.404,0.4,0.5,0.8,0.1,2.3,2.3,0.7,0.3,0.0,0.4,0.9,3.3,1
177,Henry Bacon,1973,1973,G,6-3,205.0,"July 5, 1948",University of Louisville,/players/b/baconhe01.html,0,47.0,0.0,9.0,1.3,3.5,0.366,0.0,0.2,0.2,1.2,3.3,0.377,0.372,0.9,1.6,0.603,0.9,0.9,1.7,0.8,0.0,0.0,1.4,1.5,3.5,1
178,Jim Baechtold,1953,1957,F-G,6-4,205.0,"December 9, 1927",Eastern Kentucky University,/players/b/baechji01.html,4,321.0,0.0,25.7,3.5,9.0,0.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,3.5,0.783,0.0,0.0,3.1,2.1,0.0,0.0,0.0,2.5,9.7,2
179,Dalibor Bagaric,2001,2003,C,7-1,255.0,"February 7, 1980",0,/players/b/bagarda01.html,2,95.0,0.0,10.2,1.0,2.8,0.361,0.0,0.0,0.0,1.0,2.8,0.363,0.361,0.6,1.1,0.559,0.9,1.6,2.5,0.4,0.3,0.5,0.8,1.7,2.6,1
180,John Bagley,1983,1994,G,6-0,185.0,"April 23, 1960",Boston College,/players/b/baglejo01.html,11,665.0,401.0,25.7,3.5,8.1,0.437,0.2,0.7,0.241,3.4,7.4,0.456,0.448,1.5,1.9,0.779,0.6,2.0,2.6,6.0,1.1,0.1,2.3,1.6,8.7,4
181,Carl Bailey,1982,1982,C,7-0,210.0,"April 23, 1958",Tuskegee University,/players/b/baileca01.html,0,1.0,0.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1
182,Gus Bailey,1975,1980,G-F,6-5,185.0,"February 18, 1951",University of Texas at El Paso,/players/b/bailegu01.html,5,147.0,0.0,9.2,1.1,2.6,0.406,0.1,0.1,1.0,1.1,2.6,0.405,0.408,0.5,1.0,0.51,0.6,1.0,1.7,1.1,0.4,0.3,0.6,1.0,2.6,3
183,James Bailey,1980,1988,F-C,6-9,220.0,"May 21, 1957",Rutgers University,/players/b/baileja01.html,8,595.0,105.0,19.5,3.4,7.1,0.484,0.0,0.0,0.077,3.4,7.1,0.485,0.484,1.9,2.8,0.703,1.7,3.3,5.0,0.8,0.5,0.9,1.8,3.3,8.8,5
184,Thurl Bailey,1984,1999,F-C,6-11,215.0,"April 7, 1961",North Carolina State University,/players/b/baileth01.html,15,928.0,229.0,26.8,5.1,10.8,0.473,0.0,0.0,0.114,5.1,10.8,0.474,0.473,2.5,3.1,0.812,1.4,3.7,5.1,1.4,0.5,1.2,1.6,2.0,12.8,2
